No,eda,No用,大分類,属性,色,パワー,補正,強化,強化補正,オートアクティブ,その他補正項目,その他補正値,スキル名
379,4,"ユニフォーム沼井和馬ICONIC","ブロック","ツーアタック防御","銅",27,0,0,0,"","","",""
383,4,"ユニフォーム高千穂恵也ICONIC","ブロック","ツーアタック防御","銅",27,0,0,0,"","","",""
384,4,"ユニフォーム広尾倖児ICONIC","ブロック","ツーアタック防御","銅",28,0,0,0,"","","",""
385,4,"カンフー広尾倖児ICONIC","ブロック","ツーアタック防御","銅",28,0,0,0,"","","",""
387,5,"ユニフォーム背黒晃彦ICONIC","ブロック","ツーアタック防御","銅",31,0,0,0,"","","",""
390,5,"ユニフォーム和倉久彦ICONIC","ブロック","ツーアタック防御","銅",31,0,0,0,"","","",""
391,4,"ユニフォーム金沢伊織ICONIC","ブロック","ツーアタック防御","銅",29,0,0,0,"","","",""
392,4,"ユニフォーム志賀智也ICONIC","ブロック","ツーアタック防御","銅",28,0,0,0,"","","",""
395,4,"ユニフォーム山代総司ICONIC","ブロック","ツーアタック防御","銅",30,0,0,0,"","","",""
1,4,"ユニフォーム日向翔陽ICONIC","ブロック","移動","銅",29,0,0,0,"","","",""
3,5,"夏祭り日向翔陽ICONIC","ブロック","移動","銅",29,0,0,0,"","","",""
4,4,"1周年日向翔陽ICONIC","ブロック","移動","銅",29,0,0,0,"","","",""
5,4,"王冠日向翔陽ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
8,4,"ハロウィン日向翔陽ICONIC","ブロック","移動","銅",29,0,0,0,"","","",""
9,4,"和装体験日向翔陽ICONIC","ブロック","移動","銅",29,0,0,0,"","","",""
73,4,"ユニフォーム成田一仁ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
83,5,"ユニフォーム黒尾鉄朗ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
84,5,"制服黒尾鉄朗ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
85,5,"夏祭り黒尾鉄朗ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
86,5,"1周年黒尾鉄朗ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
87,5,"キャンプ黒尾鉄朗ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
88,5,"文化祭2黒尾鉄朗ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
89,5,"中学生黒尾鉄朗ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
90,5,"ハロウィン黒尾鉄朗ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
91,5,"和装体験黒尾鉄朗ICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
92,4,"ユニフォーム灰羽リエーフICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
93,4,"探偵灰羽リエーフICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
94,4,"路地裏灰羽リエーフICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
95,4,"文化祭2灰羽リエーフICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
96,4,"サバゲ2灰羽リエーフICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
117,4,"ユニフォーム青根高伸ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
118,4,"制服青根高伸ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
119,4,"プール掃除青根高伸ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
121,4,"甲冑青根高伸ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
141,4,"ユニフォーム吹上仁悟ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
163,4,"ユニフォーム金田一勇太郎ICONIC","ブロック","移動","銅",30,0,0,0,"","","",""
164,4,"雪遊び金田一勇太郎ICONIC","ブロック","移動","銅",30,0,0,0,"","","",""
165,4,"カンフー金田一勇太郎ICONIC","ブロック","移動","銅",30,0,0,0,"","","",""
166,5,"中学生金田一勇太郎ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
172,4,"路地裏国見英ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
177,5,"ユニフォーム松川一静ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
178,5,"アート松川一静ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
179,5,"バカンス松川一静ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
180,5,"焼き芋松川一静ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
189,4,"ユニフォーム茶屋和馬ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
193,4,"ユニフォーム渋谷陸斗ICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
198,4,"ユニフォーム森岳歩ICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
201,4,"ユニフォーム子安颯真ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
202,4,"サバゲ2子安颯真ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
210,4,"ユニフォーム湯川良明ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
212,4,"ユニフォーム馬門英治ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
220,4,"ユニフォーム母畑和馬ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
221,4,"アート2母畑和馬ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
225,4,"ユニフォーム飯坂信義ICONIC","ブロック","移動","銅",33,0,0,0,"","","",""
232,4,"ユニフォーム鳴子哲平ICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
234,4,"ユニフォーム松島剛ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
235,4,"妖松島剛ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
246,4,"ユニフォーム天童覚ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
247,4,"水着天童覚ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
248,5,"文化祭天童覚ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
249,4,"制服天童覚ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
250,4,"仮装天童覚ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
252,4,"Xmas3天童覚ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
266,6,"ユニフォーム川西太一ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
267,6,"路地裏川西太一ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
268,6,"寝正月川西太一ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
280,4,"ユニフォーム伊勢原裕次ICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
302,6,"ユニフォーム角名倫太郎ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
303,6,"サバゲ角名倫太郎ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
304,6,"花火角名倫太郎ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
305,6,"路地裏2角名倫太郎ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
306,6,"水着2角名倫太郎ICONIC","ブロック","移動","銅",35,0,0,0,"","","",""
307,5,"制服角名倫太郎ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
308,6,"寝正月角名倫太郎ICONIC","ブロック","移動","銅",36,0,0,0,"","","",""
320,5,"ユニフォーム大耳練ICONIC","ブロック","移動","銅",35,0,0,0,"","","",""
340,5,"ユニフォーム尾長渉ICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
341,6,"ユニフォーム鷲尾辰生ICONIC","ブロック","移動","銅",35,0,0,0,"","","",""
342,6,"ハロウィン鷲尾辰生ICONIC","ブロック","移動","銅",35,0,0,0,"","","",""
353,5,"ユニフォーム当間義友ICONIC","ブロック","移動","銅",32,0,0,0,"","","",""
364,4,"ユニフォーム昼神幸郎ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
365,4,"Xmas昼神幸郎ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
366,4,"職業体験2昼神幸郎ICONIC","ブロック","移動","銅",34,0,0,0,"","","",""
367,4,"寝正月昼神幸郎ICONIC","ブロック","移動","銅",35,0,0,0,"","","",""
387,4,"ユニフォーム背黒晃彦ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
390,4,"ユニフォーム和倉久彦ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
55,3,"ユニフォーム菅原考支ICONIC","ブロック","移動","銅",25,0,0,0,"","","",""
56,3,"プール掃除菅原考支ICONIC","ブロック","移動","銅",25,0,0,0,"","","",""
57,3,"文化祭菅原考支ICONIC","ブロック","移動","銅",25,0,0,0,"","","",""
58,3,"梅雨菅原考支ICONIC","ブロック","移動","銅",25,0,0,0,"","","",""
59,3,"Xmas2菅原考支ICONIC","ブロック","移動","銅",25,0,0,0,"","","",""
60,3,"夏祭り2菅原考支ICONIC","ブロック","移動","銅",25,0,0,0,"","","",""
67,3,"ユニフォーム縁下力ICONIC","ブロック","移動","銅",24,0,0,0,"","","",""
68,3,"探偵縁下力ICONIC","ブロック","移動","銅",24,0,0,0,"","","",""
69,3,"RPG縁下力ICONIC","ブロック","移動","銅",24,0,0,0,"","","",""
70,3,"花火縁下力ICONIC","ブロック","移動","銅",24,0,0,0,"","","",""
108,3,"ユニフォーム山本猛虎ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
109,3,"新年山本猛虎ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
110,3,"和装体験山本猛虎ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
123,3,"ユニフォーム二口堅治ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
125,3,"プール掃除二口堅治ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
126,3,"路地裏二口堅治ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
131,3,"ユニフォーム黄金川貫至ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
132,3,"制服黄金川貫至ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
133,3,"職業体験黄金川貫至ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
135,3,"焼き芋黄金川貫至ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
136,3,"ユニフォーム小原豊ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
155,3,"ユニフォーム岩泉一ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
156,3,"プール掃除岩泉一ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
157,3,"制服岩泉一ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
158,3,"サバゲ岩泉一ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
159,3,"バカンス岩泉一ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
160,3,"路地裏2岩泉一ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
161,3,"夏祭り2岩泉一ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
170,3,"ユニフォーム国見英ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
171,3,"職業体験国見英ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
173,3,"カンフー国見英ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
174,3,"中学生国見英ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
175,3,"寝正月国見英ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
181,3,"ユニフォーム花巻貴大ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
182,3,"アート花巻貴大ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
183,3,"バーガー花巻貴大ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
184,3,"妖花巻貴大ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
185,3,"焼き芋花巻貴大ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
188,3,"ユニフォーム駒木輝ICONIC","ブロック","移動","銅",25,0,0,0,"","","",""
190,3,"ユニフォーム玉川弘樹ICONIC","ブロック","移動","銅",25,0,0,0,"","","",""
194,3,"ユニフォーム池尻隼人ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
195,3,"文化祭2池尻隼人ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
196,3,"遊園地池尻隼人ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
197,3,"ユニフォーム十和田良樹ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
199,3,"ユニフォーム唐松拓巳ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
200,3,"ユニフォーム田沢裕樹ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
208,3,"ユニフォーム浅虫快人ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
211,3,"ユニフォーム稲垣功ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
277,3,"ユニフォーム仙石伸吾ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
285,3,"ユニフォーム児玉勝ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
288,3,"ユニフォーム吉川和孝ICONIC","ブロック","移動","銅",31,0,0,0,"","","",""
309,3,"ユニフォーム北信介ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
310,3,"Xmas北信介ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
311,3,"スパイ北信介ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
312,3,"新年2北信介ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
313,3,"職業体験2北信介ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
314,3,"制服北信介ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
315,3,"ユニフォーム尾白アランICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
316,3,"雪遊び尾白アランICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
317,3,"夏祭り2尾白アランICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
321,3,"ユニフォーム理石平介ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
331,3,"ユニフォーム木葉秋紀ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
332,3,"探偵木葉秋紀ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
333,3,"梅雨木葉秋紀ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
335,3,"水着2木葉秋紀ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
351,3,"ユニフォーム姫川葵ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
352,3,"花火姫川葵ICONIC","ブロック","移動","銅",26,0,0,0,"","","",""
357,3,"ユニフォーム舞子侑志ICONIC","ブロック","移動","銅",24,0,0,0,"","","",""
358,3,"ユニフォーム寺泊基希ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
379,3,"ユニフォーム沼井和馬ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
383,3,"ユニフォーム高千穂恵也ICONIC","ブロック","移動","銅",27,0,0,0,"","","",""
384,3,"ユニフォーム広尾倖児ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
385,3,"カンフー広尾倖児ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
391,3,"ユニフォーム金沢伊織ICONIC","ブロック","移動","銅",29,0,0,0,"","","",""
392,3,"ユニフォーム志賀智也ICONIC","ブロック","移動","銅",28,0,0,0,"","","",""
395,3,"ユニフォーム山代総司ICONIC","ブロック","移動","銅",30,0,0,0,"","","",""
83,3,"ユニフォーム黒尾鉄朗ICONIC","ブロック","ソフト","銅",31,0,0,0,"","","",""
83,4,"ユニフォーム黒尾鉄朗ICONIC","ブロック","3枚","銅",31,0,0,0,"","","",""
84,3,"制服黒尾鉄朗ICONIC","ブロック","ソフト","銅",31,0,0,0,"","","",""
84,4,"制服黒尾鉄朗ICONIC","ブロック","3枚","銅",31,0,0,0,"","","",""
85,3,"夏祭り黒尾鉄朗ICONIC","ブロック","ソフト","銅",31,0,0,0,"","","",""
85,4,"夏祭り黒尾鉄朗ICONIC","ブロック","3枚","銅",31,0,0,0,"","","",""
86,3,"1周年黒尾鉄朗ICONIC","ブロック","ソフト","銅",31,0,0,0,"","","",""
86,4,"1周年黒尾鉄朗ICONIC","ブロック","3枚","銅",31,0,0,0,"","","",""
88,3,"文化祭2黒尾鉄朗ICONIC","ブロック","ソフト","銅",31,0,0,0,"","","",""
88,4,"文化祭2黒尾鉄朗ICONIC","ブロック","3枚","銅",31,0,0,0,"","","",""
90,4,"ハロウィン黒尾鉄朗ICONIC","ブロック","3枚","銅",31,0,0,0,"","","",""
177,4,"ユニフォーム松川一静ICONIC","ブロック","3枚","銅",38,0,0,0,"","","",""
266,3,"ユニフォーム川西太一ICONIC","ブロック","ソフト","銅",36,0,0,0,"","","",""
266,4,"ユニフォーム川西太一ICONIC","ブロック","時間差","銅",36,0,0,0,"","","",""
302,3,"ユニフォーム角名倫太郎ICONIC","ブロック","ソフト","銅",34,0,0,0,"","","",""
302,5,"ユニフォーム角名倫太郎ICONIC","ブロック","3枚","銅",34,0,0,0,"","","",""
303,3,"サバゲ角名倫太郎ICONIC","ブロック","ソフト","銅",34,0,0,0,"","","",""
303,5,"サバゲ角名倫太郎ICONIC","ブロック","3枚","銅",34,0,0,0,"","","",""
304,3,"花火角名倫太郎ICONIC","ブロック","ソフト","銅",34,0,0,0,"","","",""
304,5,"花火角名倫太郎ICONIC","ブロック","3枚","銅",34,0,0,0,"","","",""
305,3,"路地裏2角名倫太郎ICONIC","ブロック","ソフト","銅",34,0,0,0,"","","",""
305,5,"路地裏2角名倫太郎ICONIC","ブロック","3枚","銅",34,0,0,0,"","","",""
306,3,"水着2角名倫太郎ICONIC","ブロック","ソフト","銅",35,0,0,0,"","","",""
306,5,"水着2角名倫太郎ICONIC","ブロック","3枚","銅",35,0,0,0,"","","",""
307,3,"制服角名倫太郎ICONIC","ブロック","ソフト","銅",34,0,0,0,"","","",""
307,4,"制服角名倫太郎ICONIC","ブロック","3枚","銅",34,0,0,0,"","","",""
308,3,"寝正月角名倫太郎ICONIC","ブロック","ソフト","銅",36,0,0,0,"","","",""
308,5,"寝正月角名倫太郎ICONIC","ブロック","3枚","銅",36,0,0,0,"","","",""
320,4,"ユニフォーム大耳練ICONIC","ブロック","進路妨害","銅",35,0,0,0,"","","",""
340,4,"ユニフォーム尾長渉ICONIC","ブロック","時間差","銅",32,0,0,0,"","","",""
341,4,"ユニフォーム鷲尾辰生ICONIC","ブロック","進路妨害","銅",35,0,0,0,"","","",""
341,5,"ユニフォーム鷲尾辰生ICONIC","ブロック","3枚","銅",35,0,0,0,"","","",""
342,4,"ハロウィン鷲尾辰生ICONIC","ブロック","進路妨害","銅",35,0,0,0,"","","",""
342,5,"ハロウィン鷲尾辰生ICONIC","ブロック","3枚","銅",35,0,0,0,"","","",""
353,4,"ユニフォーム当間義友ICONIC","ブロック","時間差","銅",27,0,0,0,"","","",""
1,2,"ユニフォーム日向翔陽ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
2,2,"制服日向翔陽ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
4,2,"1周年日向翔陽ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
6,2,"ジャージ日向翔陽ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
10,2,"ユニフォーム影山飛雄ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
11,2,"制服影山飛雄ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
12,2,"夏祭り影山飛雄ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
13,2,"Xmas影山飛雄ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
14,2,"1周年影山飛雄ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
15,2,"王冠影山飛雄ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
16,2,"ジャージ影山飛雄ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
17,2,"2周年影山飛雄ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
19,2,"文化祭3影山飛雄ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
20,2,"ユニフォーム月島蛍ICONIC","ブロック","リード","銅",30,0,0,0,"","","",""
22,2,"職業体験月島蛍ICONIC","ブロック","リード","銅",30,0,0,0,"","","",""
25,2,"ジャージ月島蛍ICONIC","ブロック","リード","銅",30,0,0,0,"","","",""
30,2,"ユニフォーム山口忠ICONIC","ブロック","リード","銅",23,0,0,0,"","","",""
31,2,"水着山口忠ICONIC","ブロック","リード","銅",23,0,0,0,"","","",""
32,2,"雪遊び山口忠ICONIC","ブロック","リード","銅",23,0,0,0,"","","",""
33,2,"スパイ山口忠ICONIC","ブロック","リード","銅",23,0,0,0,"","","",""
34,2,"ジャージ山口忠ICONIC","ブロック","リード","銅",23,0,0,0,"","","",""
35,2,"焼き芋山口忠ICONIC","ブロック","リード","銅",23,0,0,0,"","","",""
43,2,"ユニフォーム田中龍之介ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
44,2,"制服田中龍之介ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
45,2,"新年田中龍之介ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
47,2,"仮装田中龍之介ICONIC","ブロック","リード","銅",25,0,0,0,"","","",""
49,2,"ユニフォーム澤村大地ICONIC","ブロック","リード","銅",25,0,0,0,"","","",""
51,2,"文化祭澤村大地ICONIC","ブロック","リード","銅",25,0,0,0,"","","",""
52,2,"RPG澤村大地ICONIC","ブロック","リード","銅",25,0,0,0,"","","",""
53,2,"新年2澤村大地ICONIC","ブロック","リード","銅",25,0,0,0,"","","",""
55,2,"ユニフォーム菅原考支ICONIC","ブロック","リード","銅",21,0,0,0,"","","",""
56,2,"プール掃除菅原考支ICONIC","ブロック","リード","銅",21,0,0,0,"","","",""
57,2,"文化祭菅原考支ICONIC","ブロック","リード","銅",21,0,0,0,"","","",""
58,2,"梅雨菅原考支ICONIC","ブロック","リード","銅",21,0,0,0,"","","",""
59,2,"Xmas2菅原考支ICONIC","ブロック","リード","銅",21,0,0,0,"","","",""
60,2,"夏祭り2菅原考支ICONIC","ブロック","リード","銅",21,0,0,0,"","","",""
61,2,"ユニフォーム東峰旭ICONIC","ブロック","リード","銅",22,0,0,0,"","","",""
62,2,"プール掃除東峰旭ICONIC","ブロック","リード","銅",20,0,0,0,"","","",""
63,2,"サバゲ東峰旭ICONIC","ブロック","リード","銅",22,0,0,0,"","","",""
64,2,"夏祭り2東峰旭ICONIC","ブロック","リード","銅",33,0,0,0,"","","",""
66,2,"ユニフォーム東峰旭YELL","ブロック","リード","銅",22,0,0,0,"","","",""
67,2,"ユニフォーム縁下力ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
68,2,"探偵縁下力ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
69,2,"RPG縁下力ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
70,2,"花火縁下力ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
71,2,"ユニフォーム木下久志ICONIC","ブロック","リード","銅",21,0,0,0,"","","",""
72,2,"妖木下久志ICONIC","ブロック","リード","銅",21,0,0,0,"","","",""
74,2,"ユニフォーム孤爪研磨ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
75,2,"制服孤爪研磨ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
76,2,"夏祭り孤爪研磨ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
77,2,"1周年孤爪研磨ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
78,2,"スパイ孤爪研磨ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
79,2,"Xmas2孤爪研磨ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
80,2,"中学生孤爪研磨ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
81,2,"ハロウィン孤爪研磨ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
82,2,"寝正月孤爪研磨ICONIC","ブロック","リード","銅",25,0,0,0,"","","",""
83,2,"ユニフォーム黒尾鉄朗ICONIC","ブロック","リード","銅",31,0,0,0,"","","",""
86,2,"1周年黒尾鉄朗ICONIC","ブロック","リード","銅",31,0,0,0,"","","",""
103,2,"ユニフォーム福永招平ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
104,2,"バーガー福永招平ICONIC","ブロック","リード","銅",24,0,0,0,"","","",""
108,2,"ユニフォーム山本猛虎ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
109,2,"新年山本猛虎ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
110,2,"和装体験山本猛虎ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
113,2,"ユニフォーム海信之ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
114,2,"遊園地海信之ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
116,2,"ユニフォーム手白球彦ICONIC","ブロック","リード","銅",25,0,0,0,"","","",""
123,2,"ユニフォーム二口堅治ICONIC","ブロック","リード","銅",30,0,0,0,"","","",""
131,2,"ユニフォーム黄金川貫至ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
133,2,"職業体験黄金川貫至ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
136,2,"ユニフォーム小原豊ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
137,2,"ユニフォーム女川太郎ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
142,2,"ユニフォーム茂庭要ICONIC","ブロック","リード","銅",29,0,0,0,"","","",""
143,2,"寝正月茂庭要ICONIC","ブロック","リード","銅",29,0,0,0,"","","",""
147,2,"ユニフォーム及川徹ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
148,2,"プール掃除及川徹ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
150,2,"制服及川徹ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
151,2,"路地裏及川徹ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
153,2,"2周年及川徹ICONIC","ブロック","リード","銅",28,0,0,0,"","","",""
154,2,"夏祭り2及川徹ICONIC","ブロック","リード","銅",29,0,0,0,"","","",""
155,2,"ユニフォーム岩泉一ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
156,2,"プール掃除岩泉一ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
157,2,"制服岩泉一ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
167,2,"ユニフォーム京谷賢太郎ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
168,2,"梅雨京谷賢太郎ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
170,2,"ユニフォーム国見英ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
171,2,"職業体験国見英ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
181,2,"ユニフォーム花巻貴大ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
182,2,"アート花巻貴大ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
183,2,"バーガー花巻貴大ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
184,2,"妖花巻貴大ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
186,2,"ユニフォーム矢巾秀ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
187,2,"キャンプ矢巾秀ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
188,2,"ユニフォーム駒木輝ICONIC","ブロック","リード","銅",25,0,0,0,"","","",""
190,2,"ユニフォーム玉川弘樹ICONIC","ブロック","リード","銅",25,0,0,0,"","","",""
192,2,"ユニフォーム芳賀良治ICONIC","ブロック","リード","銅",27,0,0,0,"","","",""
194,2,"ユニフォーム池尻隼人ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
195,2,"文化祭2池尻隼人ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
196,2,"遊園地池尻隼人ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
197,2,"ユニフォーム十和田良樹ICONIC","ブロック","リード","銅",26,0,0,0,"","","",""
